date, text, major_direction, voting, minor_direction
20020912, 2002연 9월중 통화정책방향 6월중 일시적 요인으로 둔화되었던 산업생산 증가세가 7월 들어 확대되고 8월중 수출이 전월에 이어 높은 신장세를 기록한 점 등에 비추어 실물경제의 상승세가 이어지고 있는 것으로 판단됨 8월중 소비자물가전월대비는 집중호우에 따른 농산물 가격 급등과 집세 및 개인 서비스요금의 오름세 등으로 지난 2개월 연속 하락세에서 큰 폭07의 상승으로 돌아섰으나 근원 인플레이션은 전월과 비슷한 수준을 나타내었음 o 앞으로 물가는 그동안의 부동산가격 급등 최근의 국제유가 상승 및 높은 임금 오름세 등으로 불안한 움직임을 보일 가능성이 있음 한편 지난 5월 콜금리 목표 인상 등의 조치 이후 가계대출 증가세가 둔화되고 이에 따라 통화증가율도 다소 낮아졌으나 최근 부동산가격이 큰 폭으로 재상승하면서 가계대출 증가폭이 다시 확대되었음 이와 같은 실물 및 금융경제 상황에도 불구하고 미국 경제를 중심으로 한 대외여건의 불확실성이 지속되고 있고 국내 태풍피해가 큰 점을 감안하여 9월중 통화정책은 콜금리 목표를 현 수준에서 유지하는 방향으로 운영하기로 함 앞으로 대외여건의 변화를 지켜보면서 부동산가격 상승과 국제수지 악화 등 대내외 불균형이 발생할 우려가 있을 경우 적극 대응해 나갈 것임, freeze, unanimous, 
20021010, 2002연 10월중 통화정책방향 실물경제는 생산 소비 및 수출 등이 견조한 신장세를 유지하고 있는 점에 비추어 연초 이래의 상승세가 지속되고 있는 것으로 판단됨 9월중 소비자물가는 태풍피해 등으로 농산물가격이 크게 오르고 집세가 상승한 데다 공업제품가격도 오름세를 보여 전년동월비 상승률이 전월의 24에서 31로 높아졌으며 근원 인플레이션율도 전월의 28에서 29로 소폭 상승하였음 부동산가격은 9월 하순 이후 상승세가 둔화되는 모습을 보이고 있으나 9월중 가계대출은 전월에 비해 증가폭이 확대되었음 그러나 미국 등 선진국의 경기회복 지연 우려 미이라크 전쟁 가능성 증대 등으로 대외여건의 불확실성이 더욱 높아진 가운데 주요국 증시가 동반 침체되면서 국내에서도 주가가 큰 폭으로 하락하는 등 경제주체들의 심리가 다시 위축되고 있음 이와 같은 대내외 여건을 감안하여 10월중 통화정책은 콜금리 목표를 현 수준에서 유지하는 방향으로 운용함, freeze, unanimous, 
20021107,  실물경제는 수해 및 추석연휴의 영향 등으로 9월중 산업생산 증가율이 낮아지고 민간소비 및 건설투자 등 내수가 둔화되었으나 10월중 수출통관기준은 두 자리수의 높은 증가세를 기록하였음 10월중 소비자물가는 농산물가격의 큰 폭 하락에 따라 전년동월비 상승률이 전월의 31에서 28로 낮아졌으며 근원인플레이션율은 집세 및 공공요금 인상 등으로 전월의 29에서 30로 소폭 상승하였음 주택가격은 정부의 투기억제대책 시행 이후 하향안정세를 보이고 있으며 가계대출도 전월에 비해서는 증가폭이 다소 축소되었음 한편 대외여건면에서는 미국 등 선진국 경제의 회복 지연으로 불확실성이 더욱 커진 상태임 이와 같은 대내외 여건을 종합적으로 감안하여 차기 통화정책방향 결정시까지 콜금리 목표를 현재의 425에서 유지하는 방향으로 통화정책을 운용함, freeze, unanimous, 
20021212,  추석 태풍 등 일시적 요인으로 9월중 성장세가 둔화되었던 실물경제는 10월 들어 산업생산이 큰 폭으로 늘고 11월에도 수출이 높은 신장세를 지속하여 전반적으로 견조한 상승세를 이어가고 있는 것으로 판단됨 11월중 물가는 대체로 안정세를 유지하였으며 부동산가격도 정부의 부동산 안정대책 및 계절적인 수요감소 영향 등으로 진정되는 모습을 나타내었음 금융시장에서는 은행의 가계대출 증가폭이 전월에 비해 대폭 축소된 한편 기업자금사정은 시중유동성이 전반적으로 풍부한 가운데 원활한 상태를 유지하였음 대외여건면에서는 미이라크 전쟁과 관련한 불확실성이 여전히 남아 있으나 미국의 일부 경제지표 호전 등에 따라 미국경제 회복에 대한 기대가 다소 높아지고 있음 이와 같은 대내외 여건을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리 목표는 현재의 연 425 수준을 유지하는 방향으로 운용함, freeze, unanimous, 
20030109,  실물경제는 소비 둔화에도 불구하고 산업생산과 수출이 활발한 점 등에 비추어 견조한 상승세를 지속하고 있는 것으로 판단됨 12월중 물가는 농산물가격의 큰 폭 상승 공공 및 개인 서비스요금 상승 등으로 오름세가 확대되었으나 연평균 상승률은 목표 범위내에 머물렀으며 부동산가격도 전월에 이어 안정세를 유지하였음 금융시장에서는 대내외 불확실성에 기인하여 주가와 시장금리가 동반 하락하는 등 시장심리가 다소 위축되었으나 기업자금사정은 계속 원활하였음 o 한편 12월중 은행의 가계대출은 전월에 이어 증가세가 둔화되었음 대외 여건면에서는 미이라크 전쟁 발발 가능성 등으로 국제유가가 크게 상승한 가운데 북한 핵문제를 둘러싼 긴장이 고조되는 등 불확실성이 커졌음 이와 같은 대내외 여건을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리 목표를 현재의 425에서 유지하는 방향으로 통화정책을 운용함, freeze, unanimous, 
20030206,  실물경제는 수출호조로 상승세를 유지하고 있으나 소비 및 투자심리 위축 등으로 그 속도는 둔화되고 있는 것으로 판단됨 1월중 근원인플레이션율은 3 수준에서 안정되었으나 소비자물가는 석유류가격 인상 및 설 수요 등에 따른 농산물가격 상승에 따라 높은 오름세를 나타내었음 금융시장에서는 지정학적 위험 증대 등으로 주가 및 시장금리가 큰 폭으로 동반 하락하는 등 시장심리가 더욱 위축되었음 o 은행의 가계대출은 가계대출 억제시책의 효과 및 계절적 요인 등으로 1월 들어 급격히 둔화되었으나 만기도래분은 대체로 순조롭게 대환되었음 한편 대외여건면에서는 미이라크 전쟁 발발 가능성과 북한 핵문제 등으로 불확실성이 더 높아지는 상황임 이와 같은 대내외 여건을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리 목표를 현재의 425에서 유지하는 방향으로 통화정책을 운용함, freeze, 5-1, fall
20030306,  국내경기는 수출의 꾸준한 증가에도 불구하고 소비 및 설비투자 수요의 위축으로 상승세가 계속 둔화되고 있음 o 경상수지는 지난해 12월 적자로 돌아선 데 이어 금년 들어서도 수출입차가 2개월 연속 적자를 기록하였음 물가는 근원 인플레이션율이 3 수준에서 안정세를 보이고 있으나 소비자물가는 국제유가 급등의 영향 등으로 높은 오름세를 지속하였음 금융시장에서는 경기둔화 우려 등에 따라 주가와 금리가 하락하는 등 시장심리가 취약한 상태이나 가계대출의 만기 대환이 원활히 이루어지고 있고 기업자금사정도 대체로 양호한 것으로 판단됨 대외적으로는 지정학적 위험이 이어지고 있는 가운데 미국 등 주요 선진국경제의 회복지연 가능성이 점증하고 있음 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리 목표를 현 수준연 425에서 유지하는 방향으로 통화정책을 운용함, freeze, 5-1, fall
20030410,  국내경기는 소비 및 설비투자가 감소하고 재고가 큰 폭으로 증가하는 등 상승세가 계속 둔화되고 있음 물가는 공공 및 개인서비스 요금 채소류를 비롯한 농산물 가격 석유류 제품가격 상승에 주도되어 오름세가 확대되었음 또한 경상수지는 수출의 견실한 증가에도 불구하고 국제유가 상승에 따른 수입증가 등으로 지난해 12월 이후 연속 적자를 나타내었음 금융시장은 SK 글로벌 분식회계 파문 및 신용카드사 부실 우려 등으로 일시 크게 동요하였으나 신속한 대응에 힘입어 점차 안정을 되찾고 있음 대외적으로는 이라크 전쟁의 조기 종결 가능성이 높아짐에 따라 불확실성이 완화될 것으로 예상되나 전후 국제정세 및 세계경제의 회복속도 등은 여전히 불투명한 상황임 이와 같은 점을 종합적으로 감안할 때 다음 통화정책방향 결정시까지 콜금리 목표를 현 수준연 425에서 유지하는 방향으로 통화정책을 운용함, freeze, 5-1, fall
20030513,  국내경기는 내수부진으로 생산이 위축되고 재고가 누적되는 등 둔화추세가 더욱 뚜렷해지고 있는 가운데 북핵문제 및 중증 급성호흡기증후군SARS 확산에 따른 부정적 영향도 점차 가시화되고 있음 물가는 국제유가 하락 및 농산물 가격 안정 등으로 오름세가 상당폭 진정되었으며 경상수지도 수출이 호조를 지속한 반면 수입신장세는 둔화됨에 따라 적자폭이 축소된 것으로 추정됨 다만 주택매매가격은 일부 재건축관련 아파트가격의 급등에 주도되어 비교적 큰 폭으로 상승하였음 금융시장은 안정을 되찾고 있으나 신용위험에 대한 민감도 증대로 안전자산 선호경향이 이어지면서 비우량기업의 자금조달여건이 다소 악화되고 있음 이와 같은 점을 종합적으로 감안하여 경제활동의 과도한 위축을 방지하기 위해 다음 통화정책방향 결정시까지 콜금리 목표를 현재의 425에서 40로 하향조정하여 운용함 아울러 이번에 정부가 발표한 강력한 부동산가격 안정대책이 부동산가격 안정에 유효할 것으로 기대하고 있으나 부동산시장 동향을 예의주시하여 필요시 추가대책을 강구해야 할 것임, fall, 5-1, freeze
20030612,  실물경제는 수출의 견실한 증가세가 이어지고 있으나 내수가 위축됨에 따라 부진이 지속되고 있음 하반기에는 콜금리 목표 인하조치 및 정부 추경예산의 편성집행 효과가 가시화되고 미국경제의 완만한 회복 등으로 해외경제여건도 개선되어 경기가 점차 호전될 것으로 기대됨 5월중 물가는 농산물가격의 하락 및 석유류가격 인하 등으로 전월에 이어 오름세가 둔화되었으며 경상수지도 상품수지의 흑자폭 확대에 힘입어 소폭의 흑자로 돌아선 것으로 추정됨 그동안 과열기미를 보였던 주택시장도 정부의 강력한 주택가격 안정대책 발표 이후 안정되는 움직임을 보이고 있음 금융시장에서는 장단기시장금리의 하락세가 이어지고 주가가 비교적 큰 폭으로 상승한 가운데 신용카드사 문제 등과 관련한 불안심리도 진정되고 있음 이와 같은 국내외 여건을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리 목표를 현 수준연 40에서 유지하는 방향으로 통화정책을 운용함, freeze, 4-2, fall
20030710,  실물경제는 수출의 견실한 신장에도 불구하고 내수부진으로 둔화추세가 한층 뚜렷해지고 있으며 하반기에도 국내외 여건에 비추어 경제성장세가 크게 높아지기는 어려울 것으로 예상됨 6월중 소비자물가는 농산물가격 하락 및 석유류 가격 인하 등에 따라 3개월 연속 하락하였으며 경상수지도 상품수지의 큰 폭 흑자에 힘입어 흑자규모가 확대된 것으로 추정됨 주택시장은 정부의 주택가격 안정대책에 힘입어 안정을 되찾고 있음 금융시장은 대체로 안정된 모습을 유지하고 있으나 신용도가 낮은 기업의 자금조달여건이 개선되지 않고 있는 가운데 신용카드사 및 SK글로벌 문제 등과 관련된 불안요인이 잠재하고 있음 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리 목표를 현재의 40에서 375로 하향조정하는 동시에 유동성조절대출금리도 현재의 375에서 35로 인하하여 운용함 아울러 경제의 성장과 안정의 균형을 도모하기 위해서는 보다 적극적인 재정운용이 긴요하며 한편으로는 부동산시장의 안정에도 계속 유의해야 할 것으로 판단됨, fall, 5-1, freeze
20030807, 통화정책방향200387일 실물경제는 내수부진이 이어지고 있으나 수출이 견실한 신장세를 유지하는 가운데 산업생산이 증가하는 등 부분적으로 개선되는 기미가 나타나고 있음 7월중 소비자물가는 특별소비세 인하에 따른 공업제품가격의 하락으로 4개월 연속 내림세를 보였으며 주택매매가격의 오름세도 낮아지고 있음 전월중 큰 폭의 흑자를 기록하였던 경상수지는 상품수지의 흑자 축소로 대체로 균형을 이룬 것으로 추정됨 금융시장은 장기금리가 상승하여 장단기금리구조가 정상화되고 유동성사정도 대체로 원활하여 전반적으로 안정된 모습을 유지하고 있음 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리 목표를 현 수준연 375에서 유지하는 방향으로 통화정책을 운용함, freeze, unanimous, 
20030909, 통화정책방향200399일 실물경제는 내수 부진이 이어지면서 산업생산 증가율이 크게 낮아졌으나 수출은 견실한 증가세를 지속하고 있으며 해외여건도 미국 등 주요국 경제가 뚜렷한 회복세를 보이는 등 점차 개선되고 있음 8월중 소비자물가는 잦은 강우로 인한 농산물가격 상승으로 4개월만에 오름세로 돌아섰으며 주택매매가격도 계절적 이사수요 증가 등으로 상승폭이 다소 확대되었음 경상수지는 상품수지의 흑자폭 확대에 힘입어 흑자규모가 전월보다 늘어난 것으로 추정됨 금융시장은 비우량기업의 자금조달여건이 크게 개선되지 않고 있으나 신용리스크 기피현상이 부분적으로 완화되는 기미를 보이고 신용카드사의 유동성 문제도 차츰 개선되는 등 대체로 안정을 유지하였음 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리 목표를 현 수준연 375에서 유지하는 방향으로 통화정책을 운용함, freeze, unanimous, 
20031009, 통화정책방향2003109일 실물경제는 내수위축으로 산업활동이 계속 부진하였으나 수출 및 건설투자가 호조를 지속하고 미국 등 주요 선진국 경제의 회복세도 뚜렷해지고 있음 9월중 소비자물가는 태풍피해로 인한 농산물가격 급등으로 상승세가 높아졌으며 주택매매가격도 중대형 아파트를 중심으로 오름세가 확대되었음 경상수지는 상품수지의 흑자 확대에 힘입어 흑자규모가 전월보다 늘어난 것으로 추정됨 금융시장에서는 일부 중소기업이 여전히 자금조달에 어려움을 겪고 있으나 전반적으로 자금수요가 저조한 가운데 유동성사정은 원활하였음 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리 목표를 현 수준연 375에서 유지하면서 향후 경기회복속도와 부동산시장 동향 등을 고려하여 적절한 대응방안을 강구해 나갈 것임, freeze, 5-1, rise
20031106, 통화정책방향2003116일 실물경제는 내수부진이 이어지고 있으나 미국 등 주요선진국 경제의 회복세가 한층 뚜렷해지는 가운데 수출 및 건설투자가 호조를 보이면서 산업활동이 다소 호전되는 기미가 나타나고 있음 10월중 소비자물가는 전월의 태풍피해 등에 따른 농산물가격의 상승에 주로 기인하여 소폭 올랐으나 근원인플레이션율은 소폭 낮아졌음 경상수지는 상품수지의 대폭적인 흑자 지속으로 전월과 비슷한 규모의 흑자를 기록한 것으로 추정됨 금융시장에서는 일부 신용카드사의 경영개선이 지연되고 비우량기업에 대한 신용차별현상이 크게 완화되지 않고 있으나 전반적인 유동성 사정은 비교적 원활하였음 이와 같은 점을 종합적으로 감안하고 최근 발표된 정부의 주택시장안정 종합대책이 부동산시장에 미치는 영향을 주시하면서 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준연 375 에서 유지하는 방향으로 통화정책을 운용함, freeze, 5-1, rise
20031211, 통화정책방향20031211일 실물경제는 민간소비 및 설비투자의 부진이 이어지고 있으나 수출 및 건설투자의 호조에 힘입어 산업생산 증가세가 확대되는 등 개선되는 움직임이 점차 가시화되고 있음 물가는 11월중 일부 농산물 및 공산품 가격이 하락하면서 안정세를 유지하였으며 주택가격도 정부의 주택시장안정 종합대책 등의 영향으로 하락세를 보였음 경상수지는 상품수지가 큰 폭의 흑자를 지속함에 따라 흑자규모가 전월보다 늘어난 것으로 추정됨 금융시장에서는 유동성 사정이 자금수요의 저조로 비교적 원활하였으나 일부 신용카드사의 문제가 불안요인으로 잠재해 있는 가운데 신용차별 현상도 크게 완화되지 않고 있음 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준연 375에서 유지하는 방향으로 통화정책을 운용함, freeze, unanimous, 
20040108, 통화정책방향200418 실물경제는 민간소비 및 설비투자 부진에도 불구하고 수출 호조에 주도되어 산업생산이 꾸준한 증가세를 보이면서 완만한 개선 움직임을 이어가고 있음 물가는 공업제품 및 개인서비스 가격 상승에 따라 12월 들어 일시적으로 오름세가 확대되었으나 기조적으로는 안정세를 견지하고 있으며 주택가격도 전월에 이어 하락세를 나타내었음 경상수지는 상품수지의 흑자 지속에 힘입어 비교적 큰 폭의 흑자를 유지한 것으로 추정됨 금융시장에서는 자금수요 저조로 유동성 사정이 대체로 원활하였으나 신용카드사 등 일부 금융기관의 경영부실에 대한 우려가 상존하고 신용차별 현상도 완화되지 않고 있음 이와 같은 점을 감안하여 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준연 375에서 유지하는 방향으로 통화정책을 운용함, freeze, unanimous, 
20040206, 통화정책방향200426 실물경제는 민간소비 및 설비투자가 부진에서 벗어나지 못하고 있으나 수출 호조에 힘입어 산업생산 증가율이 크게 높아지는 등 완만한 개선추세를 지속하고 있음 물가는 설요인 및 국제유가 상승 등의 영향으로 전월에 이어 비교적 높은 오름세를 보였으나 내수 저조로 수요압력이 미약한 가운데 기조적으로는 안정세를 유지하였음 경상수지는 상품수지의 흑자폭 확대에 따라 흑자규모가 전월보다 커진 것으로 추정됨 금융시장에서는 유동성 사정이 자금수요의 저조로 대체로 원활하였으나 신용카드사 등 일부 금융기관의 경영부실에 대한 우려가 이어지고 신용차별현상도 완화되지 않고 있음 이와 같은 점을 감안하여 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준연 375에서 유지하는 방향으로 통화정책을 운용함, freeze, unanimous, 
